Base Year,Year,State,Kind of Economic Activity,Sub Kind of Economic Activity,Value RM Million,Status Data,,
2015,2018,Kedah,Services,"Utilities, transportation & storage and information & communication",4232,f,,
2015,2019,Kedah,Services,"Utilities, transportation & storage and information & communication",4505,f,,
2015,2020,Kedah,Services,"Utilities, transportation & storage and information & communication",4357,f,,
2015,2021,Kedah,Services,"Utilities, transportation & storage and information & communication",4610,e,,
2015,2022,Kedah,Services,"Utilities, transportation & storage and information & communication",4994,p,,
2015,2015,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",6599,f,,
2015,2016,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",6943,f,,
2015,2017,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",7403,f,,
2015,2018,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",7898,f,,
2015,2019,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",8370,f,,
2015,2020,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",7567,f,,
2015,2021,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",7403,e,,
2015,2022,Kedah,Services,"Wholesale and retail trade, food & beverage and accommodation",8517,p,,
2015,2015,Kedah,Services,"Finance and insurance, real estate and business services",3037,f,,
2015,2016,Kedah,Services,"Finance and insurance, real estate and business services",3167,f,,
2015,2017,Kedah,Services,"Finance and insurance, real estate and business services",3285,f,,
2015,2018,Kedah,Services,"Finance and insurance, real estate and business services",3440,f,,
2015,2019,Kedah,Services,"Finance and insurance, real estate and business services",3627,f,,
2015,2020,Kedah,Services,"Finance and insurance, real estate and business services",3516,f,,
2015,2021,Kedah,Services,"Finance and insurance, real estate and business services",3632,e,,
2015,2022,Kedah,Services,"Finance and insurance, real estate and business services",3836,p,,
2015,2015,Kedah,Services,Other services,2808,f,,
2015,2016,Kedah,Services,Other services,2945,f,,
2015,2017,Kedah,Services,Other services,3070,f,,
2015,2018,Kedah,Services,Other services,3193,f,,
2015,2019,Kedah,Services,Other services,3322,f,,
2015,2020,Kedah,Services,Other services,3222,f,,
2015,2021,Kedah,Services,Other services,3240,e,,
2015,2022,Kedah,Services,Other services,3394,p,,
2015,2015,Kedah,Services,Government services,5595,f,,
2015,2016,Kedah,Services,Government services,5856,f,,
2015,2017,Kedah,Services,Government services,6098,f,,
2015,2018,Kedah,Services,Government services,6341,f,,
2015,2019,Kedah,Services,Government services,6503,f,,
2015,2020,Kedah,Services,Government services,6773,f,,
2015,2021,Kedah,Services,Government services,7047,e,,
2015,2022,Kedah,Services,Government services,7283,p,,
2015,2015,Kedah,Plus: Import duties,Plus: Import duties,288,f,,
2015,2016,Kedah,Plus: Import duties,Plus: Import duties,322,f,,
2015,2017,Kedah,Plus: Import duties,Plus: Import duties,306,f,,
2015,2018,Kedah,Plus: Import duties,Plus: Import duties,281,f,,
2015,2019,Kedah,Plus: Import duties,Plus: Import duties,224,f,,
2015,2020,Kedah,Plus: Import duties,Plus: Import duties,248,f,,
2015,2021,Kedah,Plus: Import duties,Plus: Import duties,324,e,,
2015,2022,Kedah,Plus: Import duties,Plus: Import duties,349,p,,
2015,2015,Kelantan,Agriculture,Agriculture,5102,f,,
2015,2016,Kelantan,Agriculture,Agriculture,5287,f,,
2015,2017,Kelantan,Agriculture,Agriculture,5477,f,,
2015,2018,Kelantan,Agriculture,Agriculture,5431,f,,
2015,2019,Kelantan,Agriculture,Agriculture,5814,f,,
2015,2020,Kelantan,Agriculture,Agriculture,5818,f,,
2015,2021,Kelantan,Agriculture,Agriculture,5888,e,,
2015,2022,Kelantan,Agriculture,Agriculture,5601,p,,
2015,2015,Kelantan,Mining and quarrying,Mining and quarrying,229,f,,
2015,2016,Kelantan,Mining and quarrying,Mining and quarrying,257,f,,
2015,2017,Kelantan,Mining and quarrying,Mining and quarrying,300,f,,
2015,2018,Kelantan,Mining and quarrying,Mining and quarrying,359,f,,
2015,2019,Kelantan,Mining and quarrying,Mining and quarrying,417,f,,
2015,2020,Kelantan,Mining and quarrying,Mining and quarrying,342,f,,
2015,2021,Kelantan,Mining and quarrying,Mining and quarrying,353,e,,
2015,2022,Kelantan,Mining and quarrying,Mining and quarrying,382,p,,
2015,2015,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",178,f,,
2015,2016,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",185,f,,
2015,2017,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",206,f,,
2015,2018,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",211,f,,
2015,2019,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",224,f,,
2015,2020,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",225,f,,
2015,2021,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",200,e,,
2015,2022,Kelantan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",202,p,,
2015,2015,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",99,f,,
2015,2016,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",105,f,,
2015,2017,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",113,f,,
2015,2018,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",115,f,,
2015,2019,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",113,f,,
2015,2020,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",90,f,,
2015,2021,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",79,e,,
2015,2022,Kelantan,Manufacturing,"Textiles, wearing apparel and leather products",80,p,,
2015,2015,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",193,f,,
2015,2016,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",214,f,,
2015,2017,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",220,f,,
2015,2018,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",228,f,,
2015,2019,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",215,f,,
2015,2020,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",173,f,,
2015,2021,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",201,e,,
2015,2022,Kelantan,Manufacturing,"Wood products, furniture, paper products and printing",213,p,,
2015,2015,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",240,f,,
2015,2016,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",233,f,,
2015,2017,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",237,f,,
2015,2018,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",230,f,,
2015,2019,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",240,f,,
2015,2020,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",258,f,,
2015,2021,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",260,e,,
2015,2022,Kelantan,Manufacturing,"Petroleum, chemical, rubber and plastic products",259,p,,
2015,2015,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",163,f,,
2015,2016,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",172,f,,
2015,2017,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",183,f,,
2015,2018,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",173,f,,
2015,2019,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",185,f,,
2015,2020,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",166,f,,
2015,2021,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",176,e,,
2015,2022,Kelantan,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",180,p,,
2015,2015,Kelantan,Manufacturing,"Electrical, electronic and optical products",244,f,,
2015,2016,Kelantan,Manufacturing,"Electrical, electronic and optical products",232,f,,
2015,2017,Kelantan,Manufacturing,"Electrical, electronic and optical products",289,f,,
2015,2018,Kelantan,Manufacturing,"Electrical, electronic and optical products",295,f,,
2015,2019,Kelantan,Manufacturing,"Electrical, electronic and optical products",295,f,,
2015,2020,Kelantan,Manufacturing,"Electrical, electronic and optical products",294,f,,
2015,2021,Kelantan,Manufacturing,"Electrical, electronic and optical products",314,e,,
2015,2022,Kelantan,Manufacturing,"Electrical, electronic and optical products",334,p,,
2015,2015,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",31,f,,
2015,2016,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",31,f,,
2015,2017,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",30,f,,
2015,2018,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",30,f,,
2015,2019,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",29,f,,
2015,2020,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",28,f,,
2015,2021,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",30,e,,
2015,2022,Kelantan,Manufacturing,"Transport equipment, other manufacturing and repair",30,p,,
2015,2015,Kelantan,Construction,Residential and non-residential,309,f,,
2015,2016,Kelantan,Construction,Residential and non-residential,359,f,,
2015,2017,Kelantan,Construction,Residential and non-residential,267,f,,
2015,2018,Kelantan,Construction,Residential and non-residential,204,f,,
2015,2019,Kelantan,Construction,Residential and non-residential,216,f,,
2015,2020,Kelantan,Construction,Residential and non-residential,202,f,,
2015,2021,Kelantan,Construction,Residential and non-residential,191,e,,
2015,2022,Kelantan,Construction,Residential and non-residential,200,p,,
2015,2015,Kelantan,Construction,Civil engineering,96,f,,
2015,2016,Kelantan,Construction,Civil engineering,170,f,,
2015,2017,Kelantan,Construction,Civil engineering,191,f,,
2015,2018,Kelantan,Construction,Civil engineering,86,f,,
2015,2019,Kelantan,Construction,Civil engineering,102,f,,
2015,2020,Kelantan,Construction,Civil engineering,127,f,,
2015,2021,Kelantan,Construction,Civil engineering,146,e,,
2015,2022,Kelantan,Construction,Civil engineering,219,p,,
2015,2015,Kelantan,Construction,Special trade,39,f,,
2015,2016,Kelantan,Construction,Special trade,46,f,,
2015,2017,Kelantan,Construction,Special trade,62,f,,
2015,2018,Kelantan,Construction,Special trade,35,f,,
2015,2019,Kelantan,Construction,Special trade,65,f,,
2015,2020,Kelantan,Construction,Special trade,68,f,,
2015,2021,Kelantan,Construction,Special trade,64,e,,
2015,2022,Kelantan,Construction,Special trade,61,p,,
2015,2015,Kelantan,Services,"Utilities, transportation & storage and information & communication",1834,f,,
2015,2016,Kelantan,Services,"Utilities, transportation & storage and information & communication",1941,f,,
2015,2017,Kelantan,Services,"Utilities, transportation & storage and information & communication",2081,f,,
2015,2018,Kelantan,Services,"Utilities, transportation & storage and information & communication",2182,f,,
2015,2019,Kelantan,Services,"Utilities, transportation & storage and information & communication",2308,f,,
2015,2020,Kelantan,Services,"Utilities, transportation & storage and information & communication",2345,f,,
2015,2021,Kelantan,Services,"Utilities, transportation & storage and information & communication",2476,e,,
2015,2022,Kelantan,Services,"Utilities, transportation & storage and information & communication",2647,p,,
2015,2015,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",4642,f,,
2015,2016,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",4893,f,,
2015,2017,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",5160,f,,
2015,2018,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",5517,f,,
2015,2019,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",5883,f,,
2015,2020,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",5414,f,,
2015,2021,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",5373,e,,
2015,2022,Kelantan,Services,"Wholesale and retail trade, food & beverage and accommodation",6033,p,,
2015,2015,Kelantan,Services,"Finance and insurance, real estate and business services",1188,f,,
2015,2016,Kelantan,Services,"Finance and insurance, real estate and business services",1240,f,,
2015,2017,Kelantan,Services,"Finance and insurance, real estate and business services",1276,f,,
2015,2018,Kelantan,Services,"Finance and insurance, real estate and business services",1324,f,,
2015,2019,Kelantan,Services,"Finance and insurance, real estate and business services",1393,f,,
2015,2020,Kelantan,Services,"Finance and insurance, real estate and business services",1408,f,,
2015,2021,Kelantan,Services,"Finance and insurance, real estate and business services",1489,e,,
2015,2022,Kelantan,Services,"Finance and insurance, real estate and business services",1564,p,,
2015,2015,Kelantan,Services,Other services,1574,f,,
2015,2016,Kelantan,Services,Other services,1634,f,,
2015,2017,Kelantan,Services,Other services,1704,f,,
2015,2018,Kelantan,Services,Other services,1778,f,,
2015,2019,Kelantan,Services,Other services,1857,f,,
2015,2020,Kelantan,Services,Other services,1864,f,,
2015,2021,Kelantan,Services,Other services,1894,e,,
2015,2022,Kelantan,Services,Other services,1954,p,,
2015,2015,Kelantan,Services,Government services,5218,f,,
2015,2016,Kelantan,Services,Government services,5451,f,,
2015,2017,Kelantan,Services,Government services,5679,f,,
2015,2018,Kelantan,Services,Government services,5920,f,,
2015,2019,Kelantan,Services,Government services,6095,f,,
2015,2020,Kelantan,Services,Government services,6343,f,,
2015,2021,Kelantan,Services,Government services,6630,e,,
2015,2022,Kelantan,Services,Government services,6887,p,,
2015,2015,Kelantan,Plus: Import duties,Plus: Import duties,30,f,,
2015,2016,Kelantan,Plus: Import duties,Plus: Import duties,25,f,,
2015,2017,Kelantan,Plus: Import duties,Plus: Import duties,26,f,,
2015,2018,Kelantan,Plus: Import duties,Plus: Import duties,26,f,,
2015,2019,Kelantan,Plus: Import duties,Plus: Import duties,30,f,,
2015,2020,Kelantan,Plus: Import duties,Plus: Import duties,24,f,,
2015,2021,Kelantan,Plus: Import duties,Plus: Import duties,33,e,,
2015,2022,Kelantan,Plus: Import duties,Plus: Import duties,45,p,,
2015,2015,Melaka,Agriculture,Agriculture,4141,f,,
2015,2016,Melaka,Agriculture,Agriculture,4312,f,,
2015,2017,Melaka,Agriculture,Agriculture,4625,f,,
2015,2018,Melaka,Agriculture,Agriculture,4567,f,,
2015,2019,Melaka,Agriculture,Agriculture,4433,f,,
2015,2020,Melaka,Agriculture,Agriculture,4584,f,,
2015,2021,Melaka,Agriculture,Agriculture,4556,e,,
2015,2022,Melaka,Agriculture,Agriculture,4526,p,,
2015,2015,Melaka,Mining and quarrying,Mining and quarrying,44,f,,
2015,2016,Melaka,Mining and quarrying,Mining and quarrying,53,f,,
2015,2017,Melaka,Mining and quarrying,Mining and quarrying,57,f,,
2015,2018,Melaka,Mining and quarrying,Mining and quarrying,62,f,,
2015,2019,Melaka,Mining and quarrying,Mining and quarrying,68,f,,
2015,2020,Melaka,Mining and quarrying,Mining and quarrying,59,f,,
2015,2021,Melaka,Mining and quarrying,Mining and quarrying,55,e,,
2015,2022,Melaka,Mining and quarrying,Mining and quarrying,60,p,,
2015,2015,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",569,f,,
2015,2016,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",616,f,,
2015,2017,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",629,f,,
2015,2018,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",662,f,,
2015,2019,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",701,f,,
2015,2020,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",722,f,,
2015,2021,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",678,e,,
2015,2022,Melaka,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",684,p,,
2015,2015,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",626,f,,
2015,2016,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",651,f,,
2015,2017,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",650,f,,
2015,2018,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",584,f,,
2015,2019,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",628,f,,
2015,2020,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",532,f,,
2015,2021,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",605,e,,
2015,2022,Melaka,Manufacturing,"Textiles, wearing apparel and leather products",657,p,,
2015,2015,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",381,f,,
2015,2016,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",414,f,,
2015,2017,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",416,f,,
2015,2018,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",429,f,,
2015,2019,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",448,f,,
2015,2020,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",425,f,,
2015,2021,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",396,e,,
2015,2022,Melaka,Manufacturing,"Wood products, furniture, paper products and printing",417,p,,
2015,2015,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4850,f,,
2015,2016,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4829,f,,
2015,2017,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4970,f,,
2015,2018,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",5199,f,,
2015,2019,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",5160,f,,
2015,2020,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4478,f,,
2015,2021,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4779,e,,
2015,2022,Melaka,Manufacturing,"Petroleum, chemical, rubber and plastic products",4692,p,,
2015,2015,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",714,f,,
2015,2016,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",834,f,,
2015,2017,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",926,f,,
2015,2018,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",918,f,,
2015,2019,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",955,f,,
2015,2020,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",831,f,,
2015,2021,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",864,e,,
2015,2022,Melaka,Manufacturing,"Non-metallic mineral products, basic metal and fabricated metal products",915,p,,
2015,2015,Melaka,Manufacturing,"Electrical, electronic and optical products",3667,f,,
2015,2016,Melaka,Manufacturing,"Electrical, electronic and optical products",3849,f,,
2015,2017,Melaka,Manufacturing,"Electrical, electronic and optical products",4047,f,,
2015,2018,Melaka,Manufacturing,"Electrical, electronic and optical products",4198,f,,
2015,2019,Melaka,Manufacturing,"Electrical, electronic and optical products",4453,f,,
2015,2020,Melaka,Manufacturing,"Electrical, electronic and optical products",4394,f,,
2015,2021,Melaka,Manufacturing,"Electrical, electronic and optical products",4622,e,,
2015,2022,Melaka,Manufacturing,"Electrical, electronic and optical products",4932,p,,
2015,2015,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",3261,f,,
2015,2016,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",3432,f,,
2015,2017,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",3982,f,,
2015,2018,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",4345,f,,
2015,2019,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",4401,f,,
2015,2020,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",3940,f,,
2015,2021,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",3891,e,,
2015,2022,Melaka,Manufacturing,"Transport equipment, other manufacturing and repair",4607,p,,
2015,2015,Melaka,Construction,Residential and non-residential,607,f,,
2015,2016,Melaka,Construction,Residential and non-residential,637,f,,
2015,2017,Melaka,Construction,Residential and non-residential,957,f,,
2015,2018,Melaka,Construction,Residential and non-residential,726,f,,
2015,2019,Melaka,Construction,Residential and non-residential,583,f,,
2015,2020,Melaka,Construction,Residential and non-residential,502,f,,
2015,2021,Melaka,Construction,Residential and non-residential,496,e,,
2015,2022,Melaka,Construction,Residential and non-residential,524,p,,
2015,2015,Melaka,Construction,Civil engineering,186,f,,
2015,2016,Melaka,Construction,Civil engineering,102,f,,
2015,2017,Melaka,Construction,Civil engineering,620,f,,
2015,2018,Melaka,Construction,Civil engineering,558,f,,
2015,2019,Melaka,Construction,Civil engineering,601,f,,
2015,2020,Melaka,Construction,Civil engineering,306,f,,
2015,2021,Melaka,Construction,Civil engineering,222,e,,
2015,2022,Melaka,Construction,Civil engineering,244,p,,
2015,2015,Melaka,Construction,Special trade,154,f,,
2015,2016,Melaka,Construction,Special trade,259,f,,
2015,2017,Melaka,Construction,Special trade,144,f,,
2015,2018,Melaka,Construction,Special trade,212,f,,
2015,2019,Melaka,Construction,Special trade,174,f,,
2015,2020,Melaka,Construction,Special trade,183,f,,
2015,2021,Melaka,Construction,Special trade,179,e,,
2015,2022,Melaka,Construction,Special trade,175,p,,
2015,2015,Melaka,Services,"Utilities, transportation & storage and information & communication",3301,f,,
2015,2016,Melaka,Services,"Utilities, transportation & storage and information & communication",3483,f,,
2015,2017,Melaka,Services,"Utilities, transportation & storage and information & communication",3644,f,,
2015,2018,Melaka,Services,"Utilities, transportation & storage and information & communication",3850,f,,
2015,2019,Melaka,Services,"Utilities, transportation & storage and information & communication",4107,f,,
2015,2020,Melaka,Services,"Utilities, transportation & storage and information & communication",4028,f,,
2015,2021,Melaka,Services,"Utilities, transportation & storage and information & communication",4312,e,,
2015,2022,Melaka,Services,"Utilities, transportation & storage and information & communication",5076,p,,
2015,2015,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",6155,f,,
2015,2016,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",6495,f,,
2015,2017,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",6953,f,,
2015,2018,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",7474,f,,
2015,2019,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",8004,f,,
2015,2020,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",7273,f,,
2015,2021,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",7298,e,,
2015,2022,Melaka,Services,"Wholesale and retail trade, food & beverage and accommodation",8408,p,,
2015,2015,Melaka,Services,"Finance and insurance, real estate and business services",2336,f,,
2015,2016,Melaka,Services,"Finance and insurance, real estate and business services",2402,f,,
2015,2017,Melaka,Services,"Finance and insurance, real estate and business services",2485,f,,
2015,2018,Melaka,Services,"Finance and insurance, real estate and business services",2608,f,,
2015,2019,Melaka,Services,"Finance and insurance, real estate and business services",2761,f,,
2015,2020,Melaka,Services,"Finance and insurance, real estate and business services",2690,f,,
2015,2021,Melaka,Services,"Finance and insurance, real estate and business services",2768,e,,
2015,2022,Melaka,Services,"Finance and insurance, real estate and business services",2953,p,,
2015,2015,Melaka,Services,Other services,2131,f,,
2015,2016,Melaka,Services,Other services,2253,f,,
2015,2017,Melaka,Services,Other services,2379,f,,
2015,2018,Melaka,Services,Other services,2510,f,,
2015,2019,Melaka,Services,Other services,2649,f,,
2015,2020,Melaka,Services,Other services,2422,f,,
2015,2021,Melaka,Services,Other services,2362,e,,
2015,2022,Melaka,Services,Other services,2606,p,,
2015,2015,Melaka,Services,Government services,2888,f,,
2015,2016,Melaka,Services,Government services,3023,f,,
2015,2017,Melaka,Services,Government services,3152,f,,
2015,2018,Melaka,Services,Government services,3288,f,,
2015,2019,Melaka,Services,Government services,3396,f,,
2015,2020,Melaka,Services,Government services,3557,f,,
2015,2021,Melaka,Services,Government services,3757,e,,
2015,2022,Melaka,Services,Government services,3945,p,,
2015,2015,Melaka,Plus: Import duties,Plus: Import duties,66,f,,
2015,2016,Melaka,Plus: Import duties,Plus: Import duties,68,f,,
2015,2017,Melaka,Plus: Import duties,Plus: Import duties,194,f,,
2015,2018,Melaka,Plus: Import duties,Plus: Import duties,185,f,,
2015,2019,Melaka,Plus: Import duties,Plus: Import duties,62,f,,
2015,2020,Melaka,Plus: Import duties,Plus: Import duties,104,f,,
2015,2021,Melaka,Plus: Import duties,Plus: Import duties,59,e,,
2015,2022,Melaka,Plus: Import duties,Plus: Import duties,67,p,,
2015,2015,Negeri Sembilan,Agriculture,Agriculture,3235,f,,
2015,2016,Negeri Sembilan,Agriculture,Agriculture,3056,f,,
2015,2017,Negeri Sembilan,Agriculture,Agriculture,3321,f,,
2015,2018,Negeri Sembilan,Agriculture,Agriculture,3323,f,,
2015,2019,Negeri Sembilan,Agriculture,Agriculture,3557,f,,
2015,2020,Negeri Sembilan,Agriculture,Agriculture,3319,f,,
2015,2021,Negeri Sembilan,Agriculture,Agriculture,3306,e,,
2015,2022,Negeri Sembilan,Agriculture,Agriculture,3287,p,,
2015,2015,Negeri Sembilan,Mining and quarrying,Mining and quarrying,165,f,,
2015,2016,Negeri Sembilan,Mining and quarrying,Mining and quarrying,198,f,,
2015,2017,Negeri Sembilan,Mining and quarrying,Mining and quarrying,217,f,,
2015,2018,Negeri Sembilan,Mining and quarrying,Mining and quarrying,224,f,,
2015,2019,Negeri Sembilan,Mining and quarrying,Mining and quarrying,236,f,,
2015,2020,Negeri Sembilan,Mining and quarrying,Mining and quarrying,200,f,,
2015,2021,Negeri Sembilan,Mining and quarrying,Mining and quarrying,186,e,,
2015,2022,Negeri Sembilan,Mining and quarrying,Mining and quarrying,201,p,,
2015,2015,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1412,f,,
2015,2016,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1456,f,,
2015,2017,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1545,f,,
2015,2018,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1491,f,,
2015,2019,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1582,f,,
2015,2020,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1566,f,,
2015,2021,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1474,e,,
2015,2022,Negeri Sembilan,Manufacturing,"Vegetable and animal oils & fats, food processing, beverages and tobacco products",1654,p,,
2015,2015,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",306,f,,
2015,2016,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",320,f,,
2015,2017,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",337,f,,
2015,2018,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",345,f,,
2015,2019,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",366,f,,
2015,2020,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",302,f,,
2015,2021,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",339,e,,
2015,2022,Negeri Sembilan,Manufacturing,"Textiles, wearing apparel and leather products",362,p,,
2015,2015,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",812,f,,
2015,2016,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",916,f,,
2015,2017,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",909,f,,
2015,2018,Negeri Sembilan,Manufacturing,"Wood products, furniture, paper products and printing",928,f,,
